XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
*down: administratively down
!down: FIB overload down
^down: standby
(l): loopback
(s): spoofing
(d): Dampening Suppressed
(E): E-Trunk down
The number of interface that is UP in Physical is 503
The number of interface that is DOWN in Physical is 80
The number of interface that is UP in Protocol is 498
The number of interface that is DOWN in Protocol is 85
Interface                         IP Address/Mask      Physical   Protocol VPN 
  10.172.161.24/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.172.161.32/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.172.161.52/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.172.161.64/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.172.161.76/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.172.161.136/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.172.161.140/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.177.32.92/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.177.32.96/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.177.32.104/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.177.32.108/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.177.32.112/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.177.32.136/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.177.32.144/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.177.32.188/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.177.32.216/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.177.33.20/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.177.33.172/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.177.33.176/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
    10.178.32.4/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
    10.178.32.8/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.178.32.12/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.178.32.20/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.178.32.24/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.178.32.28/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.178.32.32/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.178.32.52/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.178.32.60/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.178.32.64/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.178.32.68/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.178.96.16/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.178.96.28/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.178.96.80/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.178.96.120/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.178.96.124/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.178.96.232/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.178.96.236/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.178.97.88/30  IBGP    255  0             RD  10.1.24.199                              Eth-Trunk100.100
                    IBGP    255  0             RD  10.1.24.199                              Eth-Trunk49
 10.178.160.112/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.160.120/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.160.136/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.160.140/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.160.156/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.160.200/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.160.216/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.160.232/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.160.236/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.178.161.44/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.178.161.64/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.178.161.80/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.161.128/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.161.180/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.161.220/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.178.162.36/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.162.116/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.162.124/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.162.164/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.162.172/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.162.224/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.178.163.44/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.163.228/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.178.164.0/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.178.164.4/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.178.164.12/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.178.164.76/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.178.164.96/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.164.100/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.164.108/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.164.112/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.164.136/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.164.140/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.164.192/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.164.204/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.164.208/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.164.216/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.178.165.4/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.178.165.8/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.178.165.12/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.178.165.20/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.178.165.32/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.178.165.36/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.178.165.48/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.178.165.56/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.178.165.76/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.178.165.88/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.165.108/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.165.144/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.165.164/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.165.168/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.165.176/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.165.180/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.165.196/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.165.204/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.165.208/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.165.228/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.165.232/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.165.244/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.178.166.32/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.178.166.48/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.178.166.52/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.178.166.56/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.178.166.60/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.166.108/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.166.120/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.166.132/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.166.140/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.166.148/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.166.152/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.166.164/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.166.232/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.178.225.20/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.225.116/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.225.124/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.225.172/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.178.226.20/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.178.226.28/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.178.226.40/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.178.226.48/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.178.226.56/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.178.226.84/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.226.108/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.226.132/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.226.144/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.226.208/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.226.212/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.226.216/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.226.248/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.226.252/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.178.227.0/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.178.227.12/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.178.227.20/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.178.227.32/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.178.227.40/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.178.227.44/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.178.227.56/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.178.227.60/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.178.227.64/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.178.227.80/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.178.227.84/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.178.227.92/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.227.120/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.227.124/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.227.132/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.227.136/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.227.156/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.227.164/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.227.168/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.227.172/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.227.184/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.227.188/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.227.216/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.227.236/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.227.244/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.227.248/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.178.228.16/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.178.228.32/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.178.228.40/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.178.228.44/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.178.228.48/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.178.228.76/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.178.228.84/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.178.228.88/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.178.228.96/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.228.108/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.228.116/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.228.120/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.228.124/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.228.144/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.228.148/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.228.188/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.228.196/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.228.200/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.228.212/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.228.224/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.228.228/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.228.240/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.228.244/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.228.252/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.178.229.4/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.178.229.52/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.178.229.56/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.229.120/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.229.124/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.229.128/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.229.148/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.229.176/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.229.180/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.229.184/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.229.188/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.229.196/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.229.252/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.178.230.40/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.178.230.72/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.178.230.80/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.230.112/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.230.156/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.230.176/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.230.212/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.230.216/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.178.230.240/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.178.231.12/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.178.231.36/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.178.231.52/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.180.32.40/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.180.32.204/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.180.33.244/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.180.34.88/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.180.34.228/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.180.34.252/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.180.36.220/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.180.37.36/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.180.37.48/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.180.37.224/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.180.37.228/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.180.38.32/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.180.38.92/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.180.38.132/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.180.38.148/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.180.38.160/30  IBGP    255  0             RD  10.1.24.200                              Eth-Trunk49
  10.180.38.204/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.180.38.236/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.180.39.24/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.180.39.76/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.193.17.16/29  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
------------------------------------------------------------------------------
Routing Table : s1u
         Destinations : 22132    Routes : 22217     

Destination/Mask    Proto   Pre  Cost        Flags NextHop                                  Interface

     10.0.6.240/29  IBGP    255  0             RD  10.1.24.199                              Eth-Trunk100.100
                    IBGP    255  0             RD  10.1.24.199                              Eth-Trunk49
     10.0.6.248/30  IBGP    255  0             RD  10.1.24.199                              Eth-Trunk100.100
                    IBGP    255  0             RD  10.1.24.199                              Eth-Trunk49
      10.1.6.28/30  IBGP    255  0             RD  10.1.24.200                              Eth-Trunk49
      10.1.6.68/30  IBGP    255  0             RD  10.1.24.200                              Eth-Trunk49
    10.1.24.152/30  Direct  0    0             D   10.1.24.154                              Eth-Trunk100.55
    10.1.24.154/32  Direct  0    0             D   127.0.0.1                                Eth-Trunk100.55
    10.1.24.155/32  Direct  0    0             D   127.0.0.1                                Eth-Trunk100.55
     10.1.68.34/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
     10.1.68.37/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
     10.1.68.38/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
     10.1.68.40/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
     10.1.68.53/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
     10.1.68.56/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
     10.1.68.58/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
     10.1.68.59/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
     10.1.68.62/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
     10.1.68.63/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
    10.1.100.17/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
    10.1.101.41/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
     10.1.139.1/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
     10.1.139.2/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
     10.2.6.248/30  IBGP    255  0             RD  10.1.24.199                              Eth-Trunk100.100
                    IBGP    255  0             RD  10.1.24.199                              Eth-Trunk49
       10.2.7.4/30  IBGP    255  0             RD  10.1.24.200                              Eth-Trunk49
   10.9.193.128/28  OSPF    10   11            D   10.1.24.153                              Eth-Trunk100.55
     10.9.196.0/26  OSPF    10   11            D   10.1.24.153                              Eth-Trunk100.55
   10.11.97.160/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
    10.11.100.0/25  IBGP    255  0             RD  10.1.24.6                                Eth-Trunk102.102
  10.11.100.128/25  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
    10.11.112.0/26  IBGP    255  0             RD  10.1.24.6                                Eth-Trunk102.102
   10.11.112.64/26  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.11.119.160/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
    10.20.1.254/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
     10.51.11.0/24  O_ASE   150  1             D   10.1.24.153                              Eth-Trunk100.55
     10.51.11.1/32  O_ASE   150  1             D   10.1.24.153                              Eth-Trunk100.55
  10.120.16.144/30  OSPF    10   11            D   10.1.24.153                              Eth-Trunk100.55
  10.120.16.213/32  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.172.33.60/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.172.33.64/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.172.33.96/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.172.33.168/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.172.33.188/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.172.33.252/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.172.144.8/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.172.144.12/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.172.144.20/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.172.144.36/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.172.144.68/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.172.144.88/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.172.144.108/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.172.144.132/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.172.144.140/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.172.144.164/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.172.144.172/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.172.144.236/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.172.145.24/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.172.145.32/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.172.145.52/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.172.145.64/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.172.145.76/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.172.145.80/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.172.145.136/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
 10.172.145.140/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.177.16.100/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.177.16.104/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.177.16.112/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.177.16.116/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.177.16.120/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.177.16.124/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.177.16.144/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.177.16.152/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.177.16.188/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.177.16.216/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.177.16.248/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.177.17.20/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.177.17.172/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
  10.177.17.176/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
    10.178.16.4/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
    10.178.16.8/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.178.16.12/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.178.16.20/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
   10.178.16.24/30  IBGP    255  0             RD  10.1.24.3                                Eth-Trunk100.100
