XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
*down: administratively down
!down: FIB overload down
^down: standby
(l): loopback
(s): spoofing
(d): Dampening Suppressed
(E): E-Trunk down
The number of interface that is UP in Physical is 629
The number of interface that is DOWN in Physical is 83
The number of interface that is UP in Protocol is 619
The number of interface that is DOWN in Protocol is 93
Interface                         IP Address/Mask      Physical   Protocol VPN 
 10.172.160.156/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.172.160.244/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.172.160.248/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.172.160.252/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.172.161.20/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.172.161.48/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.172.161.56/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.172.161.60/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.172.161.80/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.172.161.96/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.172.161.132/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.172.161.144/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.177.32.88/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.177.32.116/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.177.32.124/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.177.32.156/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.177.32.160/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.177.32.168/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.177.32.220/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.177.32.228/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.177.32.248/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.177.33.12/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.177.33.24/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.177.33.44/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.177.33.52/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.177.33.56/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.177.33.84/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.177.33.108/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.177.33.128/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.177.33.152/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.177.33.164/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.177.33.188/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.177.33.192/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.177.33.208/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
    10.178.32.0/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.178.32.40/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.178.32.44/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.178.32.72/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
    10.178.96.0/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
    10.178.96.4/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
    10.178.96.8/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.178.96.12/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.178.96.20/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.178.96.24/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.178.96.32/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.178.96.36/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.178.96.44/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.178.96.48/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.178.96.52/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.178.96.56/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.178.96.60/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.178.96.64/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.178.96.68/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.178.96.72/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.178.96.76/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.178.96.84/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.178.96.88/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.178.96.92/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.178.96.96/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.178.96.100/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.178.96.104/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.178.96.108/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.178.96.112/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.178.96.136/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.178.96.140/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.178.96.148/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.178.96.152/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.178.96.156/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.178.96.160/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.178.96.168/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.178.96.172/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.178.96.192/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.178.96.196/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.178.96.200/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.178.96.220/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.178.96.240/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.178.97.88/30  IBGP    255  0             RD  10.1.24.199                              Eth-Trunk49
  10.178.160.40/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.178.160.64/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.178.160.72/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.160.108/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.160.116/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.160.124/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.160.160/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.160.164/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.160.208/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.178.161.72/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.178.161.76/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.161.100/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.161.112/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.161.120/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.161.132/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.161.168/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.161.172/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.161.196/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.161.224/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.161.232/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.178.162.4/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.178.162.16/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.162.140/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.162.168/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.162.180/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.162.184/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.162.196/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.162.204/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.162.208/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.162.228/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.162.232/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.162.252/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.178.163.8/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.178.163.32/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.178.163.64/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.178.163.84/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.178.163.88/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.178.163.92/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.163.100/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.163.120/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.163.164/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.163.176/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.163.192/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.163.196/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.163.200/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.163.252/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.178.164.8/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.178.164.48/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.178.164.60/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.178.164.72/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.178.164.80/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.178.164.92/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.164.104/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.164.116/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.164.120/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.164.124/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.164.128/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.164.132/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.164.144/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.164.148/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.164.156/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.164.160/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.164.176/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.164.188/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.164.196/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.164.200/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.178.165.0/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.178.165.16/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.178.165.40/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.178.165.52/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.178.165.60/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.178.165.64/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.178.165.80/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.178.165.84/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.165.100/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.165.104/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.165.112/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.165.124/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.165.128/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.165.172/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.165.184/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.165.192/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.165.200/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.165.212/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.178.166.8/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.178.166.40/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.166.112/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.166.116/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.166.136/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.166.156/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.166.180/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.166.184/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.166.188/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.166.196/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.166.200/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.166.204/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.224.108/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.224.112/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.224.144/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.224.244/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.178.225.32/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.225.188/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.225.192/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.178.226.0/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.178.226.72/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.226.136/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.226.164/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.178.227.96/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.227.100/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.227.108/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.227.116/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.227.144/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.227.148/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.227.152/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.227.160/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.227.220/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.227.224/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.227.228/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.227.252/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.178.228.0/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.178.228.4/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.178.228.8/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.178.228.24/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.178.228.28/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.178.228.36/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.178.228.56/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.178.228.64/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.178.228.92/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.228.100/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.228.104/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.228.112/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.228.164/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.228.172/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.228.176/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.228.192/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.228.220/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.228.248/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.178.229.36/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.178.229.48/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.178.229.64/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.178.229.76/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.178.229.88/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.178.229.96/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.229.108/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.229.136/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.229.152/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.229.156/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.229.208/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.229.240/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.229.248/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.178.230.16/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.178.230.28/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.178.230.48/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.178.230.92/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.178.230.96/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.230.104/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.230.124/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.230.128/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.230.160/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.230.164/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.230.172/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.230.180/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.230.192/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.230.196/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.230.200/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.230.208/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
 10.178.230.248/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.178.231.4/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.180.32.24/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.180.32.44/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.180.32.52/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.180.32.60/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.180.32.68/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.180.32.76/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.180.32.80/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.180.32.84/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
    10.180.33.4/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.180.33.40/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.180.33.52/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.180.33.56/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.180.33.60/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.180.33.80/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.180.33.200/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.180.33.212/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.180.33.248/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
    10.180.34.0/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.180.34.44/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.180.34.68/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.180.34.92/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.180.34.200/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.180.35.20/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.180.35.40/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.180.35.48/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.180.35.60/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.180.35.128/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.180.35.136/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.180.35.144/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.180.35.148/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.180.35.248/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.180.36.76/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.180.36.80/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.180.36.84/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.180.36.96/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.180.36.112/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.180.36.128/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.180.36.140/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.180.36.160/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.180.36.192/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.180.36.196/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.180.36.208/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.180.36.212/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.180.36.248/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.180.36.252/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
    10.180.37.4/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
    10.180.37.8/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.180.37.104/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.180.37.124/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.180.37.144/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.180.37.148/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.180.37.200/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.180.37.208/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.180.37.232/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.180.37.236/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.180.37.244/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.180.38.52/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.180.38.56/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.180.38.60/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.180.38.64/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.180.38.80/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
   10.180.38.88/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.180.38.104/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
  10.180.38.108/30  IBGP    255  0             RD  10.1.24.4                                Eth-Trunk100.100
